topic_id,artifact_count,qa_path_count,inventory_status,artifact_paths
TOPIC-04-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-04-004-rd-software-cloud/README.md"
TOPIC-04-005,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-04-005-intangible-assets/README.md;knowledge/topics/TOPIC-04-005-intangibles-amortization/README.md"
TOPIC-04-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-04-006-impairment-goodwill/README.md"
TOPIC-04-007,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-04-008,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-04-009,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-04-010,18,3,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-04-010-leases/README.md;knowledge/topics/TOPIC-04-010-leases/artifacts/lease-case-output-spec.md;knowledge/topics/TOPIC-04-010-leases/differences/framework-differences.md;knowledge/topics/TOPIC-04-010-leases/examples/illustrative-calculation.md;knowledge/topics/TOPIC-04-010-leases/methods/calculation-model.md;knowledge/topics/TOPIC-04-010-leases/methods/cao-workflow.md;knowledge/topics/TOPIC-04-010-leases/practice/controls-audit-systems.md;knowledge/topics/TOPIC-04-010-leases/sources.md;knowledge/topics/TOPIC-04-010-leases/standards/aasb-paragraph-map.md;knowledge/topics/TOPIC-04-010-leases/standards/aasb.md;knowledge/topics/TOPIC-04-010-leases/standards/ifrs-current-status.md;knowledge/topics/TOPIC-04-010-leases/standards/ifrs.md;knowledge/topics/TOPIC-04-010-leases/standards/uk-gaap.md;knowledge/topics/TOPIC-04-010-leases/standards/us-gaap-paragraph-map.md;knowledge/topics/TOPIC-04-010-leases/standards/us-gaap.md;knowledge/topics/TOPIC-04-010-leases/tests/executed-scenarios.md;knowledge/topics/TOPIC-04-010-leases/tests/qa.md;knowledge/topics/TOPIC-04-010-leases/tests/scenarios.md"
TOPIC-04-011,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-04-011-sale-leaseback/README.md"
TOPIC-05-001,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-001-ap-accounting-reconciliation/README.md;knowledge/topics/TOPIC-05-001-ap-accounting-reconciliation/factory.md"
TOPIC-05-002,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-002-expense-cutoff-accrual-methodology/README.md;knowledge/topics/TOPIC-05-002-expense-cutoff-accrual-methodology/factory.md"
TOPIC-05-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-003-vendor-credits-provisions/factory.md"
TOPIC-05-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-004-onerous-contracts-payroll-gl/factory.md"
TOPIC-05-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-005-payroll-accruals-employee-benefits/factory.md"
TOPIC-05-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-006-bonuses-sales-incentives/factory.md"
TOPIC-05-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-007-share-based-compensation-employee-share-schemes/README.md"
TOPIC-05-008,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-008-mixed-awards-modification-settlement/README.md;knowledge/topics/TOPIC-05-008-mixed-awards-modifications/README.md"
TOPIC-05-009,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-009-termination-benefits-leave/README.md;knowledge/topics/TOPIC-05-009-termination-leave/README.md"
TOPIC-05-010,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-05-010-compensation-reconciliations-expense-classification/README.md;knowledge/topics/TOPIC-05-010-compensation-reconciliations/README.md"
TOPIC-06-001,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-001-bank-reconciliation-cash-in-transit-restricted-cash/README.md;knowledge/topics/TOPIC-06-001-bank-reconciliation-cash-restrictions/README.md"
TOPIC-06-002,5,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-002-cash-classification-foreign-currency-transactions/README.md;knowledge/topics/TOPIC-06-002-cash-classification-fx-transactions/README.md;knowledge/topics/TOPIC-06-002-cash-classification-fx-transactions/methods/calculation-and-journals.md;knowledge/topics/TOPIC-06-002-cash-classification-fx-transactions/standards/framework-routing.md;knowledge/topics/TOPIC-06-002-cash-classification-fx-transactions/tests/scenarios.md"
TOPIC-06-003,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-003-foreign-currency-remeasurement-translation/README.md;knowledge/topics/TOPIC-06-003-fx-remeasurement-translation/README.md"
TOPIC-06-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-004-fx-analysis-functional-currency/README.md"
TOPIC-06-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-005-debt-issuance-costs/README.md"
TOPIC-06-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-006-debt-modification-covenants/README.md"
TOPIC-06-007,3,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-007-financial-instrument-classification-measurement/README.md;knowledge/topics/TOPIC-06-007-financial-instrument-classification/README.md;knowledge/topics/TOPIC-06-007-financial-instrument-classification/tests.md"
TOPIC-06-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-008-fair-value-derivatives/README.md"
TOPIC-06-009,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-009-hedge-accounting-investments/README.md;knowledge/topics/TOPIC-06-009-hedge-investment-accounting/README.md"
TOPIC-06-010,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-06-010-financial-instrument-impairment-disclosures/README.md"
TOPIC-07-001,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-001-consolidation-scope-subsidiary-accounting/README.md;knowledge/topics/TOPIC-07-001-consolidation-scope-subsidiary-accounting/tests.md"
TOPIC-07-002,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-002-control-assessment-nci/README.md;knowledge/topics/TOPIC-07-002-control-nci/README.md"
TOPIC-07-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-003-intercompany-accounting-reconciliation/README.md"
TOPIC-07-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-004-intercompany-eliminations-profit/README.md"
TOPIC-07-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-005-consolidation-journals-systems/README.md"
TOPIC-07-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-006-foreign-operations-group-coa/README.md"
TOPIC-07-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-007-group-reporting-equity-method/README.md"
TOPIC-07-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-008-joint-arrangements-ownership-changes/README.md"
TOPIC-07-009,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-07-009-acquisition-disposal-consolidation-review/README.md"
TOPIC-08-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-001-financial-statements-balance-sheet/README.md"
TOPIC-08-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-002-income-statement-cash-flow/README.md"
TOPIC-08-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-003-equity-notes-disclosures/README.md"
TOPIC-08-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-004-disclosure-checklist-comparatives/README.md"
TOPIC-08-005,10,2,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/README.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/differences/framework-differences.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/methods/cao-workflow.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/methods/subsequent-event-log.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/practice/controls-audit-systems.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/sources.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/standards/authoritative-subsequent-events-map.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/standards/frameworks.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/tests/qa.md;knowledge/topics/TOPIC-08-005-going-concern-subsequent-events/tests/scenarios.md"
TOPIC-08-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-006-related-parties-segments/README.md"
TOPIC-08-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-007-eps-apm-governance/README.md"
TOPIC-08-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-008-statutory-reporting-bridge/README.md"
TOPIC-08-009,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-009-financial-statement-tieout/README.md"
TOPIC-08-010,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-08-010-reporting-calendar-quality/README.md"
TOPIC-09-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-001-accounting-risk-rcm-control-design/README.md"
TOPIC-09-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-002-control-precision-preventive-detective-manual/README.md"
TOPIC-09-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-003-automated-management-review-evidence/README.md"
TOPIC-09-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-004-control-ownership-sod-journals/README.md"
TOPIC-09-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-005-reconciliation-close-controls/README.md"
TOPIC-09-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-006-financial-reporting-it-dependent-controls/README.md"
TOPIC-09-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-007-control-deficiencies-remediation/README.md"
TOPIC-09-008,1,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-008-control-testing-sox-icfr-readiness/README.md"
TOPIC-09-009,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-09-009-governance-approval-fraud-controls/README.md"
TOPIC-10-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-001-external-audit-planning-pbc-evidence/README.md"
TOPIC-10-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-002-audit-support-query-samples/README.md"
TOPIC-10-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-003-walkthrough-risk-estimate-readiness/README.md"
TOPIC-10-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-004-technical-defense-audit-differences/README.md"
TOPIC-10-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-005-representations-findings-remediation/README.md"
TOPIC-10-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-006-internal-audit-assurance-readiness/README.md"
TOPIC-10-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-10-007-independence-status-governance/README.md"
TOPIC-11-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-001-erp-coa-dimensions/README.md"
TOPIC-11-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-002-books-subledgers-master-data/README.md"
TOPIC-11-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-003-interfaces-reconciliation-lineage/README.md"
TOPIC-11-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-004-data-quality-requirements-erp-design/README.md"
TOPIC-11-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-005-migration-cutover-opening-balances/README.md"
TOPIC-11-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-006-access-roles-automation/README.md"
TOPIC-11-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-007-spreadsheet-euc-governance/README.md"
TOPIC-11-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-008-data-warehouse-reporting-layer/README.md"
TOPIC-11-009,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-009-ai-accounting-change-impact/README.md"
TOPIC-11-010,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-11-010-integration-monitoring-reconciliation-automation/README.md"
TOPIC-12-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-001-p2p-invoice-expense-process/README.md"
TOPIC-12-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-002-o2c-billing-cash-application/README.md"
TOPIC-12-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-003-collections-payroll-accounting-process/README.md"
TOPIC-12-004,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-004-fa-lease-intercompany-process/README.md"
TOPIC-12-005,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-005-bank-reconciliation-operating-model/README.md"
TOPIC-12-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-006-journal-process-documentation/README.md"
TOPIC-12-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-007-sop-process-ownership/README.md"
TOPIC-12-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-008-exception-queue-workflow/README.md"
TOPIC-12-009,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-12-009-sla-automation-assessment/README.md"
TOPIC-13-001,4,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-001-business-combinations/README.md;knowledge/topics/TOPIC-13-001-business-combinations/framework-differences.md;knowledge/topics/TOPIC-13-001-business-combinations/sources.md;knowledge/topics/TOPIC-13-001-business-combinations/tests.md"
TOPIC-13-002,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-002-acquisition-date-contingent-consideration/README.md;knowledge/topics/TOPIC-13-002-acquisition-date-contingent-consideration/sources-and-tests.md"
TOPIC-13-003,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-003-acquisition-costs-measurement-period/README.md;knowledge/topics/TOPIC-13-003-acquisition-costs-measurement-period/sources-and-tests.md"
TOPIC-13-004,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-004-divestiture-discontinued-operations/README.md;knowledge/topics/TOPIC-13-004-divestiture-discontinued-operations/tests/scenarios.md"
TOPIC-13-005,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-005-asset-acquisition-restructuring/README.md;knowledge/topics/TOPIC-13-005-asset-acquisition-restructuring/tests/scenarios.md"
TOPIC-13-006,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-006-debt-restructuring-equity-financing/README.md;knowledge/topics/TOPIC-13-006-debt-restructuring-equity-financing/tests.md"
TOPIC-13-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-007-convertible-instrument-warrant-accounting/README.md"
TOPIC-13-008,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-008-complex-contracts-related-parties/README.md;knowledge/topics/TOPIC-13-008-complex-contracts-related-parties/tests.md"
TOPIC-13-009,3,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-009-common-control-spin-off-demerger/README.md;knowledge/topics/TOPIC-13-009-common-control-spin-off-demerger/sources.md;knowledge/topics/TOPIC-13-009-common-control-spin-off-demerger/tests.md"
TOPIC-13-010,5,2,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-010-carve-out-fresh-start-reorganization/sources.md;knowledge/topics/TOPIC-13-010-carve-out-fresh-start-reorganization/standards-and-differences.md;knowledge/topics/TOPIC-13-010-carve-out-fresh-start-reorganization/tests.md;knowledge/topics/TOPIC-13-010-carve-out-reorganization/README.md;knowledge/topics/TOPIC-13-010-carve-out-reorganization/tests/scenarios.md"
TOPIC-13-011,12,5,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-011-hyperinflation/README.md;knowledge/topics/TOPIC-13-011-hyperinflation/sources.md;knowledge/topics/TOPIC-13-011-hyperinflation/tests.md;knowledge/topics/TOPIC-13-011-hyperinflation/tests/scenarios.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting-assessment/README.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting-assessment/sources.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting-assessment/tests.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting-assessment/tests/scenarios.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting/README.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting/framework-routing.md;knowledge/topics/TOPIC-13-011-hyperinflationary-accounting/tests.md;knowledge/topics/TOPIC-13-011/README.md"
TOPIC-13-012,2,1,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-13-012-special-transaction-workplan/README.md;knowledge/topics/TOPIC-13-012-special-transaction-workplan/practice-and-tests.md"
TOPIC-14-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-001-accounting-research/README.md"
TOPIC-14-002,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-002-framework-comparison/README.md"
TOPIC-14-003,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-003-technical-consultation-memo-position-paper/README.md"
TOPIC-14-004,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-14-005,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-005-process-sop-control-documentation/README.md;knowledge/topics/TOPIC-14-005-process-sop-control-writing/README.md"
TOPIC-14-006,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-006-audit-support-disclosure-checklist/README.md"
TOPIC-14-007,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-007-executive-summary-conclusion-challenge/README.md"
TOPIC-14-008,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-14-008-documentation-quality-citations/README.md"
TOPIC-15-001,1,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-15-001-accounting-policy-selection-change-governance/README.md"
TOPIC-15-002,2,0,ARTIFACTS_PRESENT_UNVERIFIED,"knowledge/topics/TOPIC-15-002-accounting-estimates-changes/README.md;knowledge/topics/TOPIC-15-002-policy-inventory-estimate-methodology/README.md"
TOPIC-15-003,0,0,NO_CANONICAL_ARTIFACTS,""
TOPIC-15-004,0,0,NO_CANONICAL_ARTIFACTS,""
